,angleX,angleY,angleZ,Time,Label
0,0,-34,33,10:44:57,StartEnd
1,-4,-34,18,10:44:57,StartEnd
2,39,-46,42,10:44:57,StartEnd
3,6,-31,34,10:44:57,StartEnd
4,-4,-15,46,10:44:58,Long Standing
5,-2,-4,46,10:44:58,Long Standing
6,-3,0,47,10:44:58,Long Standing
7,0,0,48,10:44:58,Long Standing
8,-2,1,49,10:44:59,Long Standing
9,0,2,50,10:44:59,Long Standing
10,-1,4,46,10:44:59,Long Standing
11,-1,3,48,10:44:59,Long Standing
12,0,2,48,10:45:00,Long Standing
13,-1,2,48,10:45:00,Long Standing
14,0,3,47,10:45:00,Long Standing
15,12,-27,15,10:45:00,Long Standing
16,6,-1,2,10:45:01,Long Standing
17,-26,36,15,10:45:01,Long Standing
18,-22,26,11,10:45:02,Long Standing
19,43,-37,32,10:45:02,Long Standing
20,18,-41,15,10:45:02,Long Standing
21,4,-7,31,10:45:03,Long Standing
22,3,1,39,10:45:03,Long Standing
23,0,3,46,10:45:03,Long Standing
24,-3,-3,46,10:45:04,Long Standing
25,-2,-3,47,10:45:04,Long Standing
26,32,-19,7,10:45:05,Long Standing
27,43,-13,17,10:45:05,Long Standing
28,24,-19,-1,10:45:06,Long Standing
29,36,-14,8,10:45:06,Long Standing
30,46,-22,16,10:45:06,Long Standing
31,42,-12,5,10:45:06,Long Standing
32,39,-16,0,10:45:07,Long Standing
33,45,-17,12,10:45:07,Long Standing
34,44,-16,13,10:45:08,Long Standing
35,47,-7,14,10:45:08,Long Standing
36,40,-9,31,10:45:08,Long Standing
37,40,0,6,10:45:08,Long Standing
38,34,-13,25,10:45:09,Long Standing
39,43,-12,5,10:45:09,Long Standing
40,43,-16,-2,10:45:09,Long Standing
41,46,-18,5,10:45:10,Long Standing
42,32,-14,4,10:45:10,Long Standing
43,40,-14,0,10:45:10,Long Standing
44,44,-18,9,10:45:11,Long Standing
45,47,-10,5,10:45:11,Long Standing
46,44,-20,12,10:45:11,Long Standing
47,39,-21,12,10:45:11,Long Standing
48,47,-14,11,10:45:12,Long Standing
49,43,-14,9,10:45:12,Long Standing
50,41,-10,23,10:45:12,Long Standing
51,46,-9,20,10:45:12,Long Standing
52,47,-3,15,10:45:13,Long Standing
53,46,-4,18,10:45:13,Long Standing
54,40,-3,16,10:45:13,Long Standing
55,43,-12,19,10:45:13,Long Standing
56,44,-9,14,10:45:14,Long Standing
57,49,-22,15,10:45:14,Long Standing
58,44,-19,7,10:45:14,Long Standing
59,43,-19,9,10:45:14,Long Standing
60,43,-17,8,10:45:15,Long Standing
61,46,-19,7,10:45:15,Long Standing
62,43,-20,8,10:45:15,Long Standing
63,44,-15,7,10:45:15,Long Standing
64,47,-9,6,10:45:16,Long Standing
65,46,-14,9,10:45:16,Long Standing
66,45,-15,8,10:45:16,Long Standing
67,45,-14,6,10:45:16,Long Standing
68,44,-16,4,10:45:17,Long Standing
69,45,-18,5,10:45:17,Long Standing
70,45,-19,5,10:45:17,Long Standing
71,44,-18,5,10:45:17,Long Standing
72,43,-20,7,10:45:18,Long Standing
73,43,-20,7,10:45:18,Long Standing
74,42,-23,4,10:45:18,Long Standing
75,44,-19,9,10:45:18,Long Standing
76,41,-19,3,10:45:19,Long Standing
77,46,-21,6,10:45:19,Long Standing
78,39,-20,4,10:45:19,Long Standing
79,39,-20,10,10:45:20,Long Standing
80,46,-24,15,10:45:20,Long Standing
81,40,-16,10,10:45:20,Long Standing
82,39,-16,4,10:45:21,Long Standing
83,35,-17,3,10:45:21,Long Standing
84,47,-15,16,10:45:21,Long Standing
85,40,-16,12,10:45:21,Long Standing
86,45,-11,20,10:45:22,Long Standing
87,35,-13,15,10:45:22,Long Standing
88,43,-21,21,10:45:22,Long Standing
89,49,-19,13,10:45:22,Long Standing
90,44,-18,12,10:45:23,Long Standing
91,42,-19,13,10:45:23,Long Standing
92,36,-26,14,10:45:23,Long Standing
93,48,-31,20,10:45:23,Long Standing
94,44,-15,14,10:45:24,Long Standing
95,47,-14,10,10:45:24,Long Standing
96,43,-13,11,10:45:24,Long Standing
97,46,-9,14,10:45:24,Long Standing
98,46,-16,16,10:45:25,Long Standing
99,42,-13,14,10:45:25,Long Standing
100,44,-9,12,10:45:25,Long Standing
101,45,-13,14,10:45:25,Long Standing
102,44,-14,12,10:45:26,Long Standing
103,46,-17,12,10:45:26,Long Standing
104,36,-24,16,10:45:26,Long Standing
105,38,-25,17,10:45:26,Long Standing
106,40,-24,17,10:45:27,Long Standing
107,42,-21,20,10:45:27,Long Standing
108,37,-20,16,10:45:27,Long Standing
109,44,-16,13,10:45:27,Long Standing
110,43,-19,20,10:45:28,Long Standing
111,38,-17,19,10:45:28,Long Standing
112,41,-15,15,10:45:28,Long Standing
113,40,-19,17,10:45:28,Long Standing
114,42,-17,19,10:45:29,Long Standing
115,41,-18,18,10:45:29,Long Standing
116,44,-19,20,10:45:29,Long Standing
117,25,-23,9,10:45:29,Long Standing
118,30,-31,0,10:45:30,Bowing
119,16,-49,-9,10:45:30,Bowing
120,10,-45,-15,10:45:30,Bowing
121,7,-41,-13,10:45:30,Bowing
122,2,-47,-21,10:45:31,Bowing
123,3,-45,-19,10:45:31,Bowing
124,1,-45,-19,10:45:31,Bowing
125,5,-43,-19,10:45:31,Bowing
126,1,-45,-22,10:45:32,Bowing
127,1,-43,-22,10:45:32,Bowing
128,0,-43,-22,10:45:32,Bowing
129,1,-43,-22,10:45:32,Bowing
130,15,-34,3,10:45:33,Short Standing
131,27,-36,8,10:45:33,Short Standing
132,30,-34,7,10:45:34,Short Standing
133,27,-35,8,10:45:34,Short Standing
134,24,-40,-2,10:45:34,Short Standing
135,42,-35,-4,10:45:34,Short Standing
136,25,-44,21,10:45:35,Short Standing
137,18,-45,-9,10:45:35,Short Standing
138,7,-36,2,10:45:35,Short Standing
139,49,-44,-18,10:45:36,Short Standing
140,40,0,-2,10:45:36,Short Standing
141,32,28,0,10:45:36,Short Standing
142,34,14,3,10:45:37,Short Standing
143,45,3,0,10:45:37,Short Standing
144,36,-36,-6,10:45:37,Short Standing
145,23,-14,24,10:45:38,Short Standing
146,17,-40,50,10:45:38,Short Standing
147,8,-33,15,10:45:38,Short Standing
148,17,-34,30,10:45:39,1st Prostration
149,18,-32,31,10:45:39,1st Prostration
150,19,-34,28,10:45:39,1st Prostration
151,19,-34,28,10:45:40,1st Prostration
152,19,-34,28,10:45:40,1st Prostration
153,19,-34,28,10:45:40,1st Prostration
154,18,-34,28,10:45:40,1st Prostration
155,21,-34,27,10:45:41,1st Prostration
156,20,-34,27,10:45:41,1st Prostration
157,22,-35,25,10:45:41,1st Prostration
158,21,-35,26,10:45:41,1st Prostration
159,21,-35,26,10:45:42,1st Prostration
160,21,-34,26,10:45:42,1st Prostration
161,24,-28,31,10:45:42,1st Prostration
162,28,-34,40,10:45:42,1st Prostration
163,10,-16,19,10:45:43,Short Sitting
164,12,-22,27,10:45:43,Short Sitting
165,26,-25,32,10:45:43,Short Sitting
166,25,-19,35,10:45:43,Short Sitting
167,26,-15,42,10:45:44,2nd Prostration
168,21,-4,35,10:45:44,2nd Prostration
169,12,-36,28,10:45:44,2nd Prostration
170,17,-32,30,10:45:45,2nd Prostration
171,17,-35,29,10:45:45,2nd Prostration
172,16,-37,26,10:45:45,2nd Prostration
173,17,-37,25,10:45:46,2nd Prostration
174,17,-38,25,10:45:46,2nd Prostration
175,17,-37,25,10:45:46,2nd Prostration
176,17,-38,24,10:45:46,2nd Prostration
177,16,-38,25,10:45:47,2nd Prostration
178,17,-38,25,10:45:47,2nd Prostration
179,17,-38,24,10:45:47,2nd Prostration
180,17,-38,24,10:45:47,2nd Prostration
181,18,-36,25,10:45:48,2nd Prostration
182,17,-37,26,10:45:48,2nd Prostration
183,-3,-38,2,10:45:48,2nd Prostration
184,13,-27,30,10:45:49,Long Standing
185,0,-37,12,10:45:49,Long Standing
186,29,-14,18,10:45:50,Long Standing
187,36,-27,13,10:45:50,Long Standing
188,39,3,1,10:45:50,Long Standing
189,44,-30,30,10:45:51,Long Standing
190,36,-15,7,10:45:51,Long Standing
191,48,-10,9,10:45:52,Long Standing
192,43,-14,8,10:45:52,Long Standing
193,48,-13,3,10:45:52,Long Standing
194,43,-14,4,10:45:53,Long Standing
195,38,-16,3,10:45:53,Long Standing
196,48,-13,8,10:45:53,Long Standing
197,46,-13,6,10:45:54,Long Standing
198,46,-12,4,10:45:54,Long Standing
199,41,-13,0,10:45:54,Long Standing
200,46,-12,3,10:45:55,Long Standing
201,48,-16,5,10:45:55,Long Standing
202,49,-12,0,10:45:55,Long Standing
203,50,-13,1,10:45:55,Long Standing
204,46,-12,2,10:45:56,Long Standing
205,47,-11,3,10:45:56,Long Standing
206,46,-14,4,10:45:56,Long Standing
207,46,-13,4,10:45:56,Long Standing
208,47,-12,5,10:45:57,Long Standing
209,46,-12,4,10:45:57,Long Standing
210,43,-14,4,10:45:57,Long Standing
211,46,-12,5,10:45:57,Long Standing
212,46,-11,5,10:45:58,Long Standing
213,48,-11,5,10:45:58,Long Standing
214,47,-8,8,10:45:58,Long Standing
215,46,-10,7,10:45:58,Long Standing
216,46,-12,7,10:45:59,Long Standing
217,45,-13,9,10:45:59,Long Standing
218,48,-13,9,10:45:59,Long Standing
219,44,-13,8,10:45:59,Long Standing
220,47,-10,8,10:46:00,Long Standing
221,46,-10,9,10:46:00,Long Standing
222,46,-12,8,10:46:00,Long Standing
223,46,-12,7,10:46:00,Long Standing
224,44,-13,6,10:46:01,Long Standing
225,46,-13,8,10:46:01,Long Standing
226,44,-10,7,10:46:01,Long Standing
227,45,-11,6,10:46:01,Long Standing
228,47,-15,1,10:46:02,Long Standing
229,44,-14,3,10:46:02,Long Standing
