,angleX,angleY,angleZ,Time,Label
0,-10,-11,48,10:56:24,StartEnd
1,6,10,44,10:56:24,StartEnd
2,-9,11,40,10:56:25,Long Standing
3,-14,19,40,10:56:25,Long Standing
4,-19,19,39,10:56:25,Long Standing
5,-20,20,41,10:56:25,Long Standing
6,-9,27,47,10:56:26,Long Standing
7,-27,36,8,10:56:26,Long Standing
8,-15,43,20,10:56:26,Long Standing
9,18,11,13,10:56:26,Long Standing
10,36,-12,20,10:56:27,Long Standing
11,40,-8,2,10:56:27,Long Standing
12,46,-2,5,10:56:28,Long Standing
13,47,-1,5,10:56:28,Long Standing
14,47,-2,-1,10:56:28,Long Standing
15,44,-4,2,10:56:29,Long Standing
16,48,-6,2,10:56:29,Long Standing
17,48,-1,6,10:56:29,Long Standing
18,49,-4,8,10:56:30,Long Standing
19,41,-8,-1,10:56:30,Long Standing
20,47,-4,-1,10:56:30,Long Standing
21,46,-6,2,10:56:30,Long Standing
22,47,-6,3,10:56:31,Long Standing
23,47,-6,1,10:56:31,Long Standing
24,50,-1,3,10:56:31,Long Standing
25,49,-3,1,10:56:31,Long Standing
26,47,-3,7,10:56:32,Long Standing
27,48,-4,5,10:56:32,Long Standing
28,47,-3,4,10:56:32,Long Standing
29,47,-3,3,10:56:32,Long Standing
30,50,-2,3,10:56:33,Long Standing
31,48,-3,2,10:56:33,Long Standing
32,49,-4,3,10:56:33,Long Standing
33,48,-4,4,10:56:33,Long Standing
34,48,-5,1,10:56:34,Long Standing
35,49,-6,3,10:56:34,Long Standing
36,49,-7,5,10:56:34,Long Standing
37,48,-4,6,10:56:34,Long Standing
38,48,-5,5,10:56:35,Long Standing
39,48,-2,5,10:56:36,Long Standing
40,50,-3,4,10:56:36,Long Standing
41,49,-4,3,10:56:36,Long Standing
42,49,-3,5,10:56:36,Long Standing
43,48,-4,6,10:56:37,Long Standing
44,46,-3,7,10:56:37,Long Standing
45,47,-6,6,10:56:37,Long Standing
46,49,-3,6,10:56:37,Long Standing
47,48,-4,6,10:56:38,Long Standing
48,47,-5,5,10:56:38,Long Standing
49,46,-4,4,10:56:38,Long Standing
50,48,-1,0,10:56:39,Long Standing
51,48,-2,0,10:56:39,Long Standing
52,49,-2,0,10:56:39,Long Standing
53,49,-3,1,10:56:40,Long Standing
54,48,-2,0,10:56:40,Long Standing
55,49,-3,2,10:56:40,Long Standing
56,50,-1,2,10:56:40,Long Standing
57,47,-3,2,10:56:41,Long Standing
58,48,-2,4,10:56:41,Long Standing
59,50,0,0,10:56:41,Long Standing
60,47,-1,4,10:56:41,Long Standing
61,50,0,4,10:56:42,Long Standing
62,50,0,5,10:56:42,Long Standing
63,46,-8,6,10:56:42,Long Standing
64,47,-3,2,10:56:42,Long Standing
65,35,-10,2,10:56:43,Bowing
66,15,-46,-12,10:56:43,Bowing
67,-1,-44,-22,10:56:44,Bowing
68,2,-43,-23,10:56:44,Bowing
69,0,-43,-22,10:56:44,Bowing
70,0,-43,-22,10:56:44,Bowing
71,0,-43,-23,10:56:45,Bowing
72,0,-44,-21,10:56:45,Bowing
73,0,-44,-21,10:56:45,Bowing
74,1,-49,-13,10:56:45,Bowing
75,4,-31,1,10:56:46,Short Standing
76,11,-46,11,10:56:47,Short Standing
77,12,-42,3,10:56:47,Short Standing
78,10,-46,5,10:56:47,Short Standing
79,10,-44,1,10:56:47,Short Standing
80,7,-23,-1,10:56:48,1st Prostration
81,10,-13,-1,10:56:48,1st Prostration
82,2,-49,14,10:56:49,1st Prostration
83,14,-35,37,10:56:49,1st Prostration
84,15,-35,31,10:56:49,1st Prostration
85,17,-34,29,10:56:49,1st Prostration
86,18,-35,28,10:56:50,1st Prostration
87,19,-36,27,10:56:50,1st Prostration
88,18,-36,27,10:56:50,1st Prostration
89,18,-36,26,10:56:50,1st Prostration
90,18,-36,26,10:56:51,1st Prostration
91,18,-36,26,10:56:51,1st Prostration
92,18,-36,26,10:56:51,1st Prostration
93,18,-36,26,10:56:51,1st Prostration
94,18,-36,26,10:56:52,1st Prostration
95,18,-36,26,10:56:52,1st Prostration
96,20,-30,32,10:56:52,1st Prostration
97,20,-27,35,10:56:52,1st Prostration
98,3,-17,35,10:56:53,Short Sitting
99,9,-23,34,10:56:53,Short Sitting
100,19,-22,40,10:56:54,Short Sitting
101,17,-21,38,10:56:54,Short Sitting
102,16,-22,27,10:56:54,Short Sitting
103,19,-14,45,10:56:54,Short Sitting
104,4,-18,38,10:56:55,2nd Prostration
105,18,-32,39,10:56:55,2nd Prostration
106,17,-27,37,10:56:55,2nd Prostration
107,19,-28,35,10:56:56,2nd Prostration
108,19,-30,33,10:56:56,2nd Prostration
109,19,-30,32,10:56:56,2nd Prostration
110,20,-31,31,10:56:56,2nd Prostration
111,19,-31,31,10:56:57,2nd Prostration
112,20,-31,31,10:56:57,2nd Prostration
113,20,-31,31,10:56:57,2nd Prostration
114,20,-31,30,10:56:57,2nd Prostration
115,20,-30,32,10:56:58,2nd Prostration
116,21,-30,31,10:56:58,2nd Prostration
117,20,-35,28,10:56:58,2nd Prostration
118,-1,-42,7,10:56:59,Long Standing
119,20,-27,28,10:56:59,Long Standing
120,19,-41,26,10:56:59,Long Standing
121,8,-44,4,10:56:59,Long Standing
122,26,-37,6,10:57:00,Long Standing
123,39,-16,5,10:57:01,Long Standing
124,33,-6,5,10:57:01,Long Standing
125,47,-7,0,10:57:01,Long Standing
126,50,-1,3,10:57:02,Long Standing
127,46,0,3,10:57:02,Long Standing
128,44,-2,-2,10:57:02,Long Standing
129,49,-3,3,10:57:03,Long Standing
130,48,-3,0,10:57:03,Long Standing
131,44,1,3,10:57:03,Long Standing
132,46,-1,4,10:57:04,Long Standing
133,47,-3,6,10:57:04,Long Standing
134,47,0,3,10:57:04,Long Standing
135,50,-3,3,10:57:05,Long Standing
136,47,-3,2,10:57:05,Long Standing
137,47,-2,4,10:57:05,Long Standing
138,47,-5,5,10:57:06,Long Standing
139,44,-5,9,10:57:06,Long Standing
140,47,-2,2,10:57:06,Long Standing
141,45,0,2,10:57:06,Long Standing
142,48,-3,3,10:57:07,Long Standing
143,41,-16,5,10:57:07,Long Standing
144,45,-3,8,10:57:07,Long Standing
145,48,-5,4,10:57:07,Long Standing
146,49,-3,8,10:57:08,Long Standing
147,50,-4,5,10:57:08,Long Standing
148,48,-5,5,10:57:08,Long Standing
149,48,-4,5,10:57:08,Long Standing
150,44,-3,6,10:57:09,Long Standing
151,46,-2,5,10:57:09,Long Standing
152,48,-7,5,10:57:09,Long Standing
153,47,-5,3,10:57:09,Long Standing
154,49,-6,6,10:57:10,Long Standing
155,45,-7,7,10:57:10,Long Standing
156,49,-9,7,10:57:10,Long Standing
157,49,-7,7,10:57:11,Long Standing
158,47,-6,8,10:57:11,Long Standing
159,47,-7,7,10:57:11,Long Standing
160,49,-6,7,10:57:11,Long Standing
161,48,-7,6,10:57:12,Long Standing
162,47,-5,5,10:57:12,Long Standing
163,47,-4,6,10:57:12,Long Standing
164,42,-6,6,10:57:12,Long Standing
165,48,-7,6,10:57:13,Long Standing
166,49,-7,7,10:57:13,Long Standing
167,46,-8,8,10:57:13,Long Standing
168,48,-10,4,10:57:14,Long Standing
169,48,-8,4,10:57:14,Long Standing
170,32,-28,-10,10:57:15,Bowing
171,27,-44,-12,10:57:15,Bowing
172,6,-47,-23,10:57:15,Bowing
173,6,-44,-25,10:57:16,Bowing
174,6,-42,-23,10:57:16,Bowing
175,5,-44,-22,10:57:16,Bowing
176,5,-44,-21,10:57:16,Bowing
177,6,-43,-22,10:57:17,Bowing
178,6,-43,-21,10:57:17,Bowing
179,7,-43,-21,10:57:17,Bowing
180,7,-45,-18,10:57:17,Bowing
181,7,-46,-15,10:57:18,Short Standing
