,angleX,angleY,angleZ,Time,Label
0,5,-37,27,10:23:20,Long Standing
1,9,-38,32,10:23:20,Long Standing
2,8,-37,31,10:23:21,Long Standing
3,4,-34,34,10:23:21,Long Standing
4,5,-30,34,10:23:21,Long Standing
5,3,-31,41,10:23:21,Long Standing
6,7,-27,42,10:23:22,Long Standing
7,5,-19,45,10:23:22,Long Standing
8,9,27,19,10:23:22,Long Standing
9,-23,34,9,10:23:23,Long Standing
10,-15,42,17,10:23:23,Long Standing
11,-15,37,21,10:23:23,Long Standing
12,-1,18,-8,10:23:23,Long Standing
13,22,-38,7,10:23:24,Long Standing
14,44,-15,24,10:23:24,Long Standing
15,43,-4,10,10:23:24,Long Standing
16,36,-9,11,10:23:25,Long Standing
17,43,-2,9,10:23:25,Long Standing
18,50,-5,7,10:23:25,Long Standing
19,48,-4,6,10:23:26,Long Standing
20,48,-4,4,10:23:26,Long Standing
21,46,-6,6,10:23:26,Long Standing
22,48,-7,4,10:23:27,Long Standing
23,49,-5,2,10:23:27,Long Standing
24,48,-5,3,10:23:27,Long Standing
25,49,-6,2,10:23:27,Long Standing
26,48,-6,2,10:23:28,Long Standing
27,48,-7,3,10:23:28,Long Standing
28,47,-6,3,10:23:28,Long Standing
29,48,-7,4,10:23:28,Long Standing
30,47,-7,2,10:23:29,Long Standing
31,47,-8,1,10:23:29,Long Standing
32,48,-6,2,10:23:29,Long Standing
33,49,-7,3,10:23:29,Long Standing
34,48,-7,4,10:23:30,Long Standing
35,48,-7,5,10:23:30,Long Standing
36,47,-6,5,10:23:30,Long Standing
37,49,-7,3,10:23:30,Long Standing
38,49,-7,1,10:23:31,Long Standing
39,48,-7,1,10:23:31,Long Standing
40,48,-7,3,10:23:31,Long Standing
41,47,-7,0,10:23:31,Long Standing
42,50,-7,3,10:23:32,Long Standing
43,46,-8,2,10:23:32,Long Standing
44,48,-8,2,10:23:32,Long Standing
45,50,-6,3,10:23:32,Long Standing
46,46,-7,2,10:23:33,Long Standing
47,48,-6,4,10:23:33,Long Standing
48,48,-6,3,10:23:33,Long Standing
49,48,-7,3,10:23:33,Long Standing
50,44,-5,3,10:23:34,Long Standing
51,49,-6,4,10:23:34,Long Standing
52,47,-6,3,10:23:34,Long Standing
53,48,-6,3,10:23:34,Long Standing
54,48,-7,4,10:23:35,Long Standing
55,48,-7,3,10:23:35,Long Standing
56,47,-8,2,10:23:35,Long Standing
57,47,-7,3,10:23:35,Long Standing
58,48,-8,1,10:23:36,Long Standing
59,47,-10,1,10:23:36,Long Standing
60,46,-9,2,10:23:36,Long Standing
61,49,-7,3,10:23:36,Long Standing
62,49,-9,1,10:23:37,Long Standing
63,48,-9,1,10:23:37,Long Standing
64,47,-9,1,10:23:37,Long Standing
65,47,-8,2,10:23:38,Long Standing
66,48,-6,2,10:23:38,Long Standing
67,47,-8,2,10:23:38,Long Standing
68,47,-7,4,10:23:38,Long Standing
69,47,-6,4,10:23:39,Long Standing
70,48,-6,4,10:23:39,Long Standing
71,44,-6,2,10:23:39,Long Standing
72,46,-7,4,10:23:39,Long Standing
73,47,-8,5,10:23:40,Long Standing
74,38,-6,10,10:23:40,Long Standing
75,38,-35,2,10:23:40,Long Standing
76,31,-39,-6,10:23:41,Bowing
77,15,-39,-4,10:23:41,Bowing
78,16,-47,-24,10:23:41,Bowing
79,10,-45,-16,10:23:42,Bowing
80,5,-46,-19,10:23:42,Bowing
81,3,-45,-17,10:23:42,Bowing
82,8,-46,-16,10:23:42,Bowing
83,6,-45,-17,10:23:43,Bowing
