,angleX,angleY,angleZ,Time,Label
0,0,-31,34,10:27:34,StartEnd
1,7,-32,39,10:27:34,StartEnd
2,24,-15,45,10:27:35,Long Standing
3,-10,18,21,10:27:35,Long Standing
4,-12,32,17,10:27:35,Long Standing
5,-25,36,22,10:27:35,Long Standing
6,-17,41,19,10:27:36,Long Standing
7,-4,25,18,10:27:36,Long Standing
8,-7,-15,46,10:27:36,Long Standing
9,32,-19,38,10:27:37,Long Standing
10,21,-20,34,10:27:37,Long Standing
11,31,-19,35,10:27:37,Long Standing
12,29,-19,34,10:27:38,Long Standing
13,30,-19,33,10:27:38,Long Standing
14,31,-19,33,10:27:38,Long Standing
15,28,-19,34,10:27:38,Long Standing
16,30,-18,30,10:27:39,Long Standing
17,31,-18,28,10:27:39,Long Standing
18,34,-17,25,10:27:39,Long Standing
19,44,-15,18,10:27:40,Long Standing
20,46,-14,16,10:27:40,Long Standing
21,46,-14,16,10:27:40,Long Standing
22,43,-14,15,10:27:40,Long Standing
23,48,-15,13,10:27:41,Long Standing
24,42,-14,12,10:27:41,Long Standing
25,45,-12,12,10:27:41,Long Standing
26,45,-13,12,10:27:41,Long Standing
27,44,-13,11,10:27:42,Long Standing
28,46,-13,12,10:27:42,Long Standing
29,46,-13,13,10:27:42,Long Standing
30,40,-13,9,10:27:42,Long Standing
31,45,-13,12,10:27:43,Long Standing
32,44,-12,8,10:27:43,Long Standing
33,47,-11,10,10:27:43,Long Standing
34,45,-12,10,10:27:43,Long Standing
35,46,-13,10,10:27:44,Long Standing
36,46,-13,11,10:27:44,Long Standing
37,46,-12,12,10:27:44,Long Standing
38,44,-13,11,10:27:44,Long Standing
39,46,-11,12,10:27:45,Long Standing
40,47,-10,11,10:27:45,Long Standing
41,46,-11,11,10:27:45,Long Standing
42,46,-11,12,10:27:45,Long Standing
43,43,-11,10,10:27:46,Long Standing
44,46,-10,11,10:27:46,Long Standing
45,44,-11,11,10:27:46,Long Standing
46,46,-11,13,10:27:46,Long Standing
47,45,-12,12,10:27:47,Long Standing
48,45,-13,13,10:27:47,Long Standing
49,44,-12,13,10:27:47,Long Standing
50,45,-11,13,10:27:47,Long Standing
51,45,-12,14,10:27:48,Long Standing
52,44,-12,14,10:27:48,Long Standing
53,46,-12,14,10:27:48,Long Standing
54,44,-12,12,10:27:48,Long Standing
55,44,-12,14,10:27:49,Long Standing
56,45,-12,13,10:27:49,Long Standing
57,45,-12,12,10:27:49,Long Standing
58,45,-12,11,10:27:49,Long Standing
59,44,-12,11,10:27:50,Long Standing
60,46,-11,12,10:27:50,Long Standing
61,45,-12,12,10:27:50,Long Standing
62,45,-12,12,10:27:50,Long Standing
63,46,-12,12,10:27:51,Long Standing
64,46,-12,11,10:27:51,Long Standing
65,46,-12,12,10:27:51,Long Standing
66,44,-12,12,10:27:51,Long Standing
67,46,-11,12,10:27:52,Long Standing
68,44,-12,12,10:27:52,Long Standing
69,47,-12,12,10:27:52,Long Standing
70,46,-12,12,10:27:52,Long Standing
71,43,-12,11,10:27:53,Long Standing
72,46,-12,11,10:27:53,Long Standing
73,46,-12,11,10:27:53,Long Standing
74,45,-12,10,10:27:53,Long Standing
75,46,-12,11,10:27:54,Long Standing
76,45,-12,11,10:27:54,Long Standing
77,45,-13,11,10:27:54,Long Standing
78,44,-12,11,10:27:54,Long Standing
79,46,-13,12,10:27:55,Long Standing
80,44,-13,11,10:27:55,Long Standing
81,45,-13,11,10:27:55,Long Standing
82,45,-13,12,10:27:55,Long Standing
83,44,-12,12,10:27:56,Long Standing
84,44,-12,11,10:27:56,Long Standing
85,45,-12,11,10:27:56,Long Standing
86,47,-12,12,10:27:56,Long Standing
87,46,-12,12,10:27:57,Long Standing
88,45,-12,13,10:27:57,Long Standing
89,45,-12,13,10:27:57,Long Standing
90,32,-11,14,10:27:57,Long Standing
91,38,-28,4,10:27:58,Long Standing
92,21,-43,-1,10:27:58,Long Standing
93,7,-45,-4,10:27:58,Long Standing
94,6,-47,-17,10:27:59,Bowing
95,8,-45,-17,10:27:59,Bowing
96,6,-48,-14,10:27:59,Bowing
97,6,-47,-15,10:27:59,Bowing
98,5,-45,-14,10:28:00,Bowing
99,7,-46,-15,10:28:00,Bowing
100,6,-46,-15,10:28:00,Bowing
101,5,-46,-14,10:28:00,Bowing
102,6,-45,-14,10:28:01,Bowing
103,4,-46,-15,10:28:01,Bowing
104,15,-50,-6,10:28:01,Bowing
105,13,-37,-2,10:28:02,Short Standing
106,19,-39,2,10:28:02,Short Standing
107,17,-43,4,10:28:02,Short Standing
108,20,-43,6,10:28:03,Short Standing
109,15,-43,1,10:28:03,Short Standing
110,11,-48,-1,10:28:03,Short Standing
111,22,-39,-3,10:28:03,Short Standing
112,20,-30,13,10:28:04,Short Standing
113,33,-48,31,10:28:04,Short Standing
114,20,-14,42,10:28:04,Short Standing
115,11,-26,26,10:28:05,1st Prostration
116,41,-40,40,10:28:05,1st Prostration
117,16,-3,47,10:28:05,1st Prostration
118,13,-14,44,10:28:05,1st Prostration
119,11,-16,43,10:28:06,1st Prostration
120,12,-15,44,10:28:06,1st Prostration
121,12,-15,44,10:28:06,1st Prostration
122,12,-15,44,10:28:06,1st Prostration
123,12,-15,44,10:28:07,1st Prostration
124,12,-15,44,10:28:07,1st Prostration
125,12,-15,44,10:28:07,1st Prostration
126,12,-15,44,10:28:07,1st Prostration
127,12,-15,44,10:28:08,1st Prostration
128,12,-15,44,10:28:08,1st Prostration
129,12,-14,44,10:28:08,1st Prostration
130,12,-14,44,10:28:08,1st Prostration
131,12,-14,44,10:28:09,1st Prostration
132,11,-13,45,10:28:09,1st Prostration
133,11,-12,45,10:28:09,1st Prostration
134,13,-14,45,10:28:09,1st Prostration
135,13,-17,33,10:28:10,Short Sitting
136,22,-9,38,10:28:10,Short Sitting
137,25,-19,37,10:28:10,Short Sitting
138,26,-21,37,10:28:11,Short Sitting
139,24,-22,37,10:28:11,Short Sitting
140,24,-22,35,10:28:11,Short Sitting
141,24,-22,35,10:28:11,Short Sitting
142,24,-22,36,10:28:12,Short Sitting
143,23,-18,39,10:28:12,Short Sitting
144,14,-7,40,10:28:12,Short Sitting
145,23,-21,41,10:28:12,Short Sitting
146,15,-40,28,10:28:13,2nd Prostration
147,9,-7,46,10:28:13,2nd Prostration
148,13,-14,45,10:28:13,2nd Prostration
149,11,-17,44,10:28:13,2nd Prostration
150,11,-18,43,10:28:14,2nd Prostration
151,12,-17,43,10:28:14,2nd Prostration
152,12,-16,44,10:28:14,2nd Prostration
153,12,-17,43,10:28:14,2nd Prostration
154,12,-17,43,10:28:15,2nd Prostration
155,12,-17,43,10:28:15,2nd Prostration
156,12,-17,43,10:28:15,2nd Prostration
157,12,-18,43,10:28:15,2nd Prostration
158,11,-18,43,10:28:16,2nd Prostration
159,11,-19,43,10:28:16,2nd Prostration
160,12,-18,43,10:28:16,2nd Prostration
161,13,-18,42,10:28:16,2nd Prostration
162,13,-17,42,10:28:17,2nd Prostration
163,14,-16,44,10:28:17,2nd Prostration
164,13,-16,43,10:28:17,2nd Prostration
165,13,-23,43,10:28:17,2nd Prostration
166,6,-41,20,10:28:18,2nd Prostration
167,29,-26,17,10:28:19,Long Standing
168,34,0,3,10:28:19,Long Standing
169,41,-7,7,10:28:20,Long Standing
170,42,-8,-4,10:28:20,Long Standing
171,48,-5,-2,10:28:20,Long Standing
172,50,-5,-2,10:28:21,Long Standing
173,47,-5,-1,10:28:21,Long Standing
174,49,-5,-2,10:28:21,Long Standing
175,48,-5,-2,10:28:21,Long Standing
176,48,-5,-3,10:28:22,Long Standing
177,48,-4,-3,10:28:22,Long Standing
178,49,-6,-1,10:28:22,Long Standing
179,48,-6,-2,10:28:23,Long Standing
180,49,-7,-2,10:28:23,Long Standing
181,48,-8,-1,10:28:23,Long Standing
182,47,-10,-2,10:28:23,Long Standing
183,48,-9,-1,10:28:24,Long Standing
184,49,-9,-1,10:28:24,Long Standing
185,48,-10,-2,10:28:24,Long Standing
186,48,-8,-3,10:28:24,Long Standing
187,49,-8,-5,10:28:25,Long Standing
188,47,-9,-6,10:28:25,Long Standing
189,47,-8,-6,10:28:25,Long Standing
190,47,-6,-8,10:28:25,Long Standing
191,47,-4,-7,10:28:26,Long Standing
192,49,-4,-7,10:28:26,Long Standing
193,47,-5,-8,10:28:26,Long Standing
194,46,-8,-5,10:28:26,Long Standing
195,46,-9,-6,10:28:27,Long Standing
196,46,-9,-5,10:28:27,Long Standing
197,48,-8,-5,10:28:27,Long Standing
198,47,-7,-5,10:28:27,Long Standing
199,46,-8,-7,10:28:28,Long Standing
200,48,-8,-7,10:28:28,Long Standing
201,47,-8,-6,10:28:28,Long Standing
202,47,-8,-6,10:28:28,Long Standing
203,48,-8,-5,10:28:29,Long Standing
204,48,-8,-4,10:28:29,Long Standing
205,47,-8,-4,10:28:29,Long Standing
206,48,-8,-5,10:28:29,Long Standing
207,49,-8,-4,10:28:30,Long Standing
208,48,-8,-4,10:28:30,Long Standing
209,49,-8,-3,10:28:30,Long Standing
210,48,-8,-3,10:28:30,Long Standing
211,49,-8,-3,10:28:31,Long Standing
212,47,-8,-3,10:28:31,Long Standing
213,48,-8,-2,10:28:31,Long Standing
214,48,-7,-3,10:28:31,Long Standing
215,48,-7,-3,10:28:32,Long Standing
216,46,-7,-3,10:28:32,Long Standing
217,48,-8,-3,10:28:32,Long Standing
218,48,-8,-4,10:28:32,Long Standing
219,47,-8,-3,10:28:33,Long Standing
220,48,-9,-2,10:28:33,Long Standing
221,48,-9,-2,10:28:33,Long Standing
222,48,-8,-2,10:28:33,Long Standing
223,47,-8,-2,10:28:34,Long Standing
224,49,-9,-3,10:28:34,Long Standing
225,48,-7,-1,10:28:34,Long Standing
226,48,-8,-2,10:28:34,Long Standing
227,46,-9,-2,10:28:35,Long Standing
228,49,-7,-2,10:28:35,Long Standing
229,48,-7,-1,10:28:35,Long Standing
230,47,-7,0,10:28:35,Long Standing
231,44,-8,3,10:28:36,Long Standing
232,47,-8,1,10:28:36,Long Standing
233,44,-15,6,10:28:36,Long Standing
234,47,-15,6,10:28:36,Long Standing
235,19,-27,8,10:28:37,Long Standing
236,10,-47,-9,10:28:37,Long Standing
237,5,-46,-12,10:28:37,Long Standing
238,8,-46,-17,10:28:38,Long Standing
239,8,-44,-15,10:28:38,Long Standing
240,6,-45,-17,10:28:38,Long Standing
241,7,-44,-16,10:28:38,Long Standing
242,6,-46,-17,10:28:39,Bowing
243,8,-46,-15,10:28:39,Bowing
244,7,-46,-16,10:28:39,Bowing
245,7,-46,-15,10:28:39,Bowing
246,7,-46,-16,10:28:40,Bowing
247,11,-47,-14,10:28:40,Bowing
248,10,-46,-6,10:28:40,Bowing
249,12,-40,-9,10:28:41,Short Standing
250,24,-42,1,10:28:41,Short Standing
251,16,-43,6,10:28:41,Short Standing
252,19,-44,6,10:28:41,Short Standing
253,18,-44,7,10:28:42,Short Standing
254,17,-45,7,10:28:42,Short Standing
255,18,-46,5,10:28:42,Short Standing
256,13,-37,-1,10:28:42,Short Standing
257,17,-33,0,10:28:43,Short Standing
258,14,-25,9,10:28:43,Short Standing
259,21,-38,23,10:28:43,Short Standing
260,10,-17,36,10:28:43,Short Standing
261,13,-41,32,10:28:44,1st Prostration
262,31,-27,40,10:28:44,1st Prostration
263,10,-15,43,10:28:44,1st Prostration
264,13,-16,43,10:28:44,1st Prostration
265,14,-15,43,10:28:45,1st Prostration
266,13,-16,43,10:28:45,1st Prostration
267,13,-14,44,10:28:45,1st Prostration
268,14,-14,44,10:28:45,1st Prostration
269,13,-14,44,10:28:46,1st Prostration
270,13,-14,44,10:28:46,1st Prostration
271,14,-14,44,10:28:46,1st Prostration
272,11,-14,46,10:28:46,1st Prostration
273,12,-13,45,10:28:47,Short Sitting
274,12,-13,45,10:28:47,Short Sitting
275,-1,-13,43,10:28:48,Short Sitting
276,13,-23,34,10:28:48,Short Sitting
277,8,-23,40,10:28:48,Short Sitting
278,12,-24,40,10:28:48,Short Sitting
279,12,-26,40,10:28:49,Short Sitting
280,14,-23,40,10:28:49,Short Sitting
281,14,-23,41,10:28:49,Short Sitting
282,12,-13,37,10:28:49,Short Sitting
283,11,-20,44,10:28:50,2nd Prostration
284,15,-4,49,10:28:50,2nd Prostration
285,13,-15,44,10:28:50,2nd Prostration
286,14,-18,40,10:28:51,2nd Prostration
287,13,-17,43,10:28:51,2nd Prostration
288,13,-18,42,10:28:51,2nd Prostration
289,14,-19,42,10:28:51,2nd Prostration
290,16,-18,41,10:28:52,2nd Prostration
291,16,-18,41,10:28:52,2nd Prostration
292,15,-19,42,10:28:52,2nd Prostration
293,15,-18,42,10:28:52,2nd Prostration
294,16,-19,41,10:28:53,2nd Prostration
295,17,-18,41,10:28:53,2nd Prostration
296,13,-14,45,10:28:53,2nd Prostration
297,15,-15,42,10:28:53,2nd Prostration
298,23,-16,41,10:28:54,Long Sitting
299,20,-44,29,10:28:54,Long Sitting
300,16,-20,40,10:28:54,Long Sitting
301,19,-19,38,10:28:55,Long Sitting
302,18,-17,37,10:28:55,Long Sitting
303,19,-20,39,10:28:55,Long Sitting
304,21,-19,38,10:28:55,Long Sitting
305,22,-18,39,10:28:56,Long Sitting
306,21,-20,38,10:28:56,Long Sitting
307,20,-20,39,10:28:56,Long Sitting
308,22,-19,39,10:28:56,Long Sitting
309,22,-20,38,10:28:57,Long Sitting
310,21,-20,38,10:28:57,Long Sitting
311,21,-20,39,10:28:57,Long Sitting
312,21,-20,39,10:28:57,Long Sitting
313,20,-20,39,10:28:58,Long Sitting
314,21,-20,38,10:28:58,Long Sitting
315,21,-19,39,10:28:58,Long Sitting
316,21,-19,38,10:28:58,Long Sitting
317,22,-19,38,10:28:59,Long Sitting
318,21,-20,39,10:28:59,Long Sitting
319,21,-19,38,10:28:59,Long Sitting
320,21,-19,39,10:28:59,Long Sitting
321,21,-19,39,10:29:00,Long Sitting
322,22,-19,38,10:29:00,Long Sitting
