,angleX,angleY,angleZ,Time,Label
0,5,-38,29,15:32:11,StartEnd
1,9,-40,25,15:32:12,StartEnd
2,8,-41,25,15:32:12,StartEnd
3,11,-42,21,15:32:12,StartEnd
4,14,-42,19,15:32:12,StartEnd
5,11,-43,19,15:32:13,StartEnd
6,10,-43,19,15:32:13,StartEnd
7,10,-45,16,15:32:13,StartEnd
8,9,-44,16,15:32:13,StartEnd
9,9,-43,20,15:32:14,StartEnd
10,11,-44,24,15:32:14,StartEnd
11,12,-38,38,15:32:14,StartEnd
12,17,-29,44,15:32:14,StartEnd
13,-1,22,23,15:32:15,Long Standing
14,-15,38,8,15:32:15,Long Standing
15,-24,36,4,15:32:16,Long Standing
16,-26,39,0,15:32:16,Long Standing
17,-26,42,-1,15:32:16,Long Standing
18,-23,41,0,15:32:16,Long Standing
19,-21,29,-4,15:32:17,Long Standing
20,18,0,36,15:32:17,Long Standing
21,38,-11,35,15:32:17,Long Standing
22,35,-24,29,15:32:18,Long Standing
23,32,-19,32,15:32:18,Long Standing
24,29,-20,31,15:32:18,Long Standing
25,30,-17,31,15:32:18,Long Standing
26,32,-17,31,15:32:19,Long Standing
27,32,-22,31,15:32:19,Long Standing
28,30,-20,28,15:32:19,Long Standing
29,36,-19,28,15:32:19,Long Standing
30,35,-20,26,15:32:20,Long Standing
31,34,-21,25,15:32:20,Long Standing
32,37,-33,25,15:32:20,Long Standing
33,38,-23,24,15:32:20,Long Standing
34,34,-22,24,15:32:21,Long Standing
35,35,-21,25,15:32:21,Long Standing
36,35,-21,25,15:32:21,Long Standing
37,35,-23,24,15:32:21,Long Standing
38,35,-22,24,15:32:22,Long Standing
39,35,-22,25,15:32:22,Long Standing
40,34,-23,25,15:32:22,Long Standing
41,34,-22,25,15:32:22,Long Standing
42,35,-22,25,15:32:23,Long Standing
43,34,-22,25,15:32:23,Long Standing
44,34,-22,25,15:32:23,Long Standing
45,34,-22,25,15:32:23,Long Standing
46,35,-22,25,15:32:24,Long Standing
47,35,-23,25,15:32:24,Long Standing
48,34,-22,25,15:32:24,Long Standing
49,34,-23,25,15:32:24,Long Standing
50,34,-23,25,15:32:25,Long Standing
51,34,-23,25,15:32:25,Long Standing
52,34,-23,25,15:32:25,Long Standing
53,35,-23,25,15:32:25,Long Standing
54,35,-22,25,15:32:26,Long Standing
55,34,-22,25,15:32:26,Long Standing
56,33,-24,23,15:32:26,Long Standing
57,35,-23,25,15:32:26,Long Standing
58,34,-23,24,15:32:27,Long Standing
59,34,-23,25,15:32:27,Long Standing
60,35,-22,25,15:32:27,Long Standing
61,35,-22,25,15:32:27,Long Standing
62,34,-22,25,15:32:28,Long Standing
63,33,-23,25,15:32:28,Long Standing
64,33,-24,26,15:32:28,Long Standing
65,34,-23,26,15:32:28,Long Standing
66,34,-22,25,15:32:29,Long Standing
67,34,-22,26,15:32:29,Long Standing
68,34,-23,25,15:32:29,Long Standing
69,35,-24,24,15:32:29,Long Standing
70,33,-23,26,15:32:30,Long Standing
71,33,-22,26,15:32:30,Long Standing
72,33,-23,26,15:32:30,Long Standing
73,34,-23,24,15:32:30,Long Standing
74,33,-22,25,15:32:31,Long Standing
75,35,-22,25,15:32:31,Long Standing
76,34,-22,26,15:32:31,Long Standing
77,34,-22,26,15:32:31,Long Standing
78,33,-23,25,15:32:32,Long Standing
79,31,-23,24,15:32:32,Long Standing
80,29,-27,23,15:32:32,Long Standing
81,24,-34,17,15:32:32,Long Standing
82,21,-40,15,15:32:33,Long Standing
83,11,-48,3,15:32:33,Long Standing
84,7,-48,-3,15:32:33,Long Standing
85,-4,-45,-14,15:32:34,Bowing
86,8,-49,-12,15:32:34,Bowing
87,4,-50,-11,15:32:34,Bowing
88,8,-46,-8,15:32:35,Bowing
89,7,-50,-9,15:32:35,Bowing
90,11,-47,-6,15:32:35,Bowing
91,9,-48,-8,15:32:36,Bowing
92,8,-48,-6,15:32:36,Bowing
93,8,-47,-6,15:32:36,Bowing
94,8,-47,-7,15:32:36,Bowing
95,8,-48,-6,15:32:37,Bowing
96,8,-47,-6,15:32:37,Bowing
97,9,-48,-6,15:32:37,Bowing
98,9,-47,-6,15:32:37,Bowing
99,10,-48,-7,15:32:38,Bowing
100,11,-47,-6,15:32:38,Bowing
101,11,-47,-6,15:32:38,Bowing
102,7,-50,-1,15:32:39,Bowing
103,7,-43,7,15:32:39,Bowing
104,9,-43,10,15:32:39,Bowing
