,angleX,angleY,angleZ,Time,Label
0,-1,-43,23,15:28:04,StartEnd
1,0,-43,22,15:28:04,StartEnd
2,0,-43,21,15:28:05,Long Standing
3,0,-44,23,15:28:05,Long Standing
4,0,-44,20,15:28:05,Long Standing
5,1,-46,19,15:28:05,Long Standing
6,0,-45,17,15:28:06,Long Standing
7,2,-46,17,15:28:06,Long Standing
8,4,-50,32,15:28:06,Long Standing
9,0,-44,40,15:28:06,Long Standing
10,0,-25,48,15:28:07,Long Standing
11,3,-10,44,15:28:07,Long Standing
12,-11,27,24,15:28:07,Long Standing
13,-15,34,17,15:28:07,Long Standing
14,-16,40,29,15:28:08,Long Standing
15,-12,37,38,15:28:08,Long Standing
16,-14,37,27,15:28:08,Long Standing
17,-15,40,27,15:28:08,Long Standing
18,-20,36,16,15:28:09,Long Standing
19,-19,41,15,15:28:09,Long Standing
20,-19,41,15,15:28:09,Long Standing
21,-22,41,14,15:28:09,Long Standing
22,-22,41,15,15:28:10,Long Standing
23,-22,39,13,15:28:10,Long Standing
24,-28,40,9,15:28:10,Long Standing
25,7,7,40,15:28:10,Long Standing
26,16,-8,47,15:28:11,Long Standing
27,31,-20,32,15:28:11,Long Standing
28,35,-17,31,15:28:11,Long Standing
29,33,-17,31,15:28:12,Long Standing
30,31,-18,21,15:28:12,Long Standing
31,35,-26,35,15:28:12,Long Standing
32,35,-20,27,15:28:12,Long Standing
33,38,-14,26,15:28:13,Long Standing
34,38,-18,27,15:28:13,Long Standing
35,35,-17,25,15:28:13,Long Standing
36,38,-19,26,15:28:13,Long Standing
37,37,-19,25,15:28:14,Long Standing
38,37,-16,25,15:28:14,Long Standing
39,37,-18,24,15:28:14,Long Standing
40,36,-20,24,15:28:14,Long Standing
41,38,-18,24,15:28:15,Long Standing
42,38,-18,23,15:28:15,Long Standing
43,39,-18,23,15:28:15,Long Standing
44,38,-16,23,15:28:15,Long Standing
45,38,-18,24,15:28:16,Long Standing
46,38,-17,24,15:28:16,Long Standing
47,38,-17,24,15:28:16,Long Standing
48,37,-19,24,15:28:16,Long Standing
